2020-08-12 14:31:18 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /img/%E5%88%86%E6%8E%A7%E7%AE%B1.png 200 3ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:31:18 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/metroStyle/img/line_conn.png 200 4ms][http://localhost:1080/css/metroStyle/metroStyle.css HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:31:18 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /img/%E5%96%B7%E5%A4%B4.png 200 4ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:35 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /manual.html 200 38ms][http://localhost:1080/dynamics.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/bootstrap.min.css 304 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/main.css 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/font-awesome.css 304 3ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/icomoon/icomoon.css 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/alertify/core.css 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/alertify/default.css 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /manual_controlbox.html?course_id=0 304 27ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/icomoon/icomoon.ttf?xgck0o 304 1ms][http://localhost:1080/fonts/icomoon/icomoon.css HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/jquery.js 304 22ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /manual_area.html?course_id=0 304 54ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/bootstrap.min.css 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/main.css 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/font-awesome.css 304 1ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/icomoon/icomoon.css 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/metroStyle/metroStyle.css 304 1ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /logo.png 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/custom.js 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/ztree/jquery.ztree.core.min.js 304 1ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/ztree/jquery.ztree.exedit.min.js 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/ztree/jquery.ztree.excheck.min.js 304 3ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/jquery.js 304 1ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bootstrap.min.js 304 0ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/scrollup/jquery.scrollUp.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bsvalidator/bootstrapValidator.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bootstrap.min.js 304 1ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/scrollup/jquery.scrollUp.js 304 0ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bsvalidator/custom-validations.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/alertify/alertify.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/alertify/alertify-custom.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/custom.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/bootstrap.min.css 304 2ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/main.css 304 2ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/font-awesome.css 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/icomoon/icomoon.css 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/metroStyle/metroStyle.css 304 0ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/jquery.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bootstrap.min.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/scrollup/jquery.scrollUp.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/custom.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/ztree/jquery.ztree.core.min.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/ztree/jquery.ztree.exedit.min.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/ztree/jquery.ztree.excheck.min.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/metroStyle/img/metro.png 304 1ms][http://localhost:1080/css/metroStyle/metroStyle.css HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /img/%E5%88%86%E6%8E%A7%E7%AE%B1.png 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/metroStyle/img/line_conn.png 304 1ms][http://localhost:1080/css/metroStyle/metroStyle.css HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /img/%E5%96%B7%E5%A4%B4.png 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 14:40:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /favicon.ico 200 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /manual.html 200 33ms][http://localhost:1080/dynamics.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/bootstrap.min.css 304 4ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/main.css 304 5ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/font-awesome.css 304 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/icomoon/icomoon.css 304 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/alertify/core.css 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/alertify/default.css 304 3ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /manual_area.html?course_id=0 304 45ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /manual_controlbox.html?course_id=0 304 48ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/jquery.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /logo.png 304 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bootstrap.min.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/scrollup/jquery.scrollUp.js 304 3ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bsvalidator/bootstrapValidator.js 304 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bsvalidator/custom-validations.js 304 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/alertify/alertify.js 304 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/alertify/alertify-custom.js 304 2ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/custom.js 304 1ms][http://localhost:1080/manual.html HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/bootstrap.min.css 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/main.css 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/font-awesome.css 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/icomoon/icomoon.css 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/metroStyle/metroStyle.css 304 2ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/bootstrap.min.css 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/main.css 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/font-awesome.css 304 1ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /fonts/icomoon/icomoon.css 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /css/metroStyle/metroStyle.css 304 2ms][http://localhost:1080/manual_controlbox.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/jquery.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/bootstrap.min.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/scrollup/jquery.scrollUp.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/custom.js 304 1ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
2020-08-12 15:01:36 [INFO] DESKTOP-KT0A557 - [127.0.0.1 GET /js/ztree/jquery.ztree.core.min.js 304 0ms][http://localhost:1080/manual_area.html?course_id=0 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36]
